Year,State,County ID,County Name (State),All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Count LB 90%,All Ages in Poverty Count UB 90%,90% Confidence Interval (All Ages in Poverty Count),All Ages in Poverty Percent,All Ages in Poverty Percent LB 90%,All Ages in Poverty Percent UB 90%,90% Confidence Interval (All Ages in Poverty Percent),Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Count LB 90%,Under Age 18 in Poverty Count UB 90%,90% Confidence Interval (Under Age 18 in Poverty Count),Under Age 18 in Poverty Percent,Under Age 18 in Poverty Percent LB 90%,Under Age 18 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 18 in Poverty Percent),Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Count LB 90%,Ages 5 to 17 in Families in Poverty Count UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count),Ages 5 to 17 in Families in Poverty Percent,Ages 5 to 17 in Families in Poverty Percent LB 90%,Ages 5 to 17 in Families in Poverty Percent UB 90%,90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent),Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Count LB 90%,Under Age 5 in Poverty Count UB 90%,90% Confidence Interval (Under Age 5 in Poverty Count),Under Age 5 in Poverty Percent,Under Age 5 in Poverty Percent LB 90%,Under Age 5 in Poverty Percent UB 90%,90% Confidence Interval (Under Age 5 in Poverty Percent),Median Household Income in Dollars,Median Household Income in Dollars LB 90%,Median Household Income in Dollars UB 90%,90% Confidence Interval (Median Household Income in Dollars)
2011,27,27001,Aitkin County (MN),"15,973","2,101","1,735","2,467","1,735 to 2,467",13.2,10.9,15.5,10.9 to 15.5,"2,796",640,481,799,481 to 799,22.9,17.2,28.6,17.2 to 28.6,"2,045",434,318,550,318 to 550,21.2,15.5,26.9,15.5 to 26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$39,958 ","$37,015 ","$42,901 ","$37,015 to $42,901"
2011,27,27003,Anoka County (MN),"329,686","28,257","25,257","31,257","25,257 to 31,257",8.6,7.7,9.5,7.7 to 9.5,"83,626","9,323","7,912","10,734","7,912 to 10,734",11.1,9.4,12.8,9.4 to 12.8,"61,677","6,041","5,022","7,060","5,022 to 7,060",9.8,8.1,11.5,8.1 to 11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$63,799 ","$62,047 ","$65,551 ","$62,047 to $65,551"
2011,27,27005,Becker County (MN),"32,267","4,176","3,525","4,827","3,525 to 4,827",12.9,10.9,14.9,10.9 to 14.9,"7,837","1,595","1,269","1,921","1,269 to 1,921",20.4,16.2,24.6,16.2 to 24.6,"5,694","1,010",755,"1,265","755 to 1,265",17.7,13.2,22.2,13.2 to 22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,819 ","$45,653 ","$49,985 ","$45,653 to $49,985"
2011,27,27007,Beltrami County (MN),"43,231","8,835","7,536","10,134","7,536 to 10,134",20.4,17.4,23.4,17.4 to 23.4,"11,067","3,280","2,681","3,879","2,681 to 3,879",29.6,24.2,35,24.2 to 35.0,"7,655","2,135","1,681","2,589","1,681 to 2,589",27.9,22,33.8,22.0 to 33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$40,657 ","$37,252 ","$44,062 ","$37,252 to $44,062"
2011,27,27009,Benton County (MN),"38,007","4,381","3,629","5,133","3,629 to 5,133",11.5,9.5,13.5,9.5 to 13.5,"9,359","1,320","1,040","1,600","1,040 to 1,600",14.1,11.1,17.1,11.1 to 17.1,"6,603",819,622,"1,016","622 to 1,016",12.4,9.4,15.4,9.4 to 15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,482 ","$45,634 ","$53,330 ","$45,634 to $53,330"
2011,27,27011,Big Stone County (MN),"5,101",765,633,897,633 to 897,15,12.4,17.6,12.4 to 17.6,"1,070",225,178,272,178 to 272,21,16.6,25.4,16.6 to 25.4,768,146,112,180,112 to 180,19,14.5,23.5,14.5 to 23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,190 ","$39,697 ","$46,683 ","$39,697 to $46,683"
2011,27,27013,Blue Earth County (MN),"60,423","11,085","9,946","12,224","9,946 to 12,224",18.3,16.4,20.2,16.4 to 20.2,"12,149","2,100","1,760","2,440","1,760 to 2,440",17.3,14.5,20.1,14.5 to 20.1,"8,380","1,268","1,020","1,516","1,020 to 1,516",15.1,12.1,18.1,12.1 to 18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,280 ","$42,822 ","$49,738 ","$42,822 to $49,738"
2011,27,27015,Brown County (MN),"24,691","1,980","1,560","2,400","1,560 to 2,400",8,6.3,9.7,6.3 to 9.7,"5,504",631,477,785,477 to 785,11.5,8.7,14.3,8.7 to 14.3,"3,985",414,306,522,306 to 522,10.4,7.7,13.1,7.7 to 13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,339 ","$46,804 ","$53,874 ","$46,804 to $53,874"
2011,27,27017,Carlton County (MN),"33,785","4,118","3,445","4,791","3,445 to 4,791",12.2,10.2,14.2,10.2 to 14.2,"8,012","1,074",849,"1,299","849 to 1,299",13.4,10.6,16.2,10.6 to 16.2,"5,841",686,520,852,520 to 852,11.7,8.9,14.5,8.9 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,357 ","$46,281 ","$52,433 ","$46,281 to $52,433"
2011,27,27019,Carver County (MN),"91,820","4,926","3,982","5,870","3,982 to 5,870",5.4,4.4,6.4,4.4 to 6.4,"27,178","1,678","1,325","2,031","1,325 to 2,031",6.2,4.9,7.5,4.9 to 7.5,"20,590","1,049",807,"1,291","807 to 1,291",5.1,3.9,6.3,3.9 to 6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$85,314 ","$79,920 ","$90,708 ","$79,920 to $90,708"
2011,27,27021,Cass County (MN),"28,102","5,142","4,473","5,811","4,473 to 5,811",18.3,15.9,20.7,15.9 to 20.7,"5,850","1,758","1,451","2,065","1,451 to 2,065",30.1,24.8,35.4,24.8 to 35.4,"4,180","1,179",945,"1,413","945 to 1,413",28.2,22.6,33.8,22.6 to 33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,297 ","$39,938 ","$44,656 ","$39,938 to $44,656"
2011,27,27023,Chippewa County (MN),"12,128","1,318","1,047","1,589","1,047 to 1,589",10.9,8.7,13.1,8.7 to 13.1,"2,834",455,357,553,357 to 553,16.1,12.6,19.6,12.6 to 19.6,"2,023",293,224,362,224 to 362,14.5,11.1,17.9,11.1 to 17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,545 ","$42,692 ","$50,398 ","$42,692 to $50,398"
2011,27,27025,Chisago County (MN),"52,488","3,525","2,791","4,259","2,791 to 4,259",6.7,5.3,8.1,5.3 to 8.1,"13,303","1,171",880,"1,462","880 to 1,462",8.8,6.6,11,6.6 to 11.0,"10,136",760,557,963,557 to 963,7.5,5.5,9.5,5.5 to 9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$62,776 ","$58,346 ","$67,206 ","$58,346 to $67,206"
2011,27,27027,Clay County (MN),"56,109","8,294","7,096","9,492","7,096 to 9,492",14.8,12.7,16.9,12.7 to 16.9,"13,499","2,245","1,817","2,673","1,817 to 2,673",16.6,13.4,19.8,13.4 to 19.8,"9,481","1,438","1,128","1,748","1,128 to 1,748",15.2,11.9,18.5,11.9 to 18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,731 ","$49,424 ","$56,038 ","$49,424 to $56,038"
2011,27,27029,Clearwater County (MN),"8,652","1,638","1,369","1,907","1,369 to 1,907",18.9,15.8,22,15.8 to 22.0,"2,118",639,511,767,511 to 767,30.2,24.2,36.2,24.2 to 36.2,"1,527",424,330,518,330 to 518,27.8,21.7,33.9,21.7 to 33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$36,697 ","$34,713 ","$38,681 ","$34,713 to $38,681"
2011,27,27031,Cook County (MN),"5,166",562,447,677,447 to 677,10.9,8.7,13.1,8.7 to 13.1,870,144,113,175,113 to 175,16.6,13,20.2,13.0 to 20.2,647,91,70,112,70 to 112,14.1,10.8,17.4,10.8 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,278 ","$39,793 ","$48,763 ","$39,793 to $48,763"
2011,27,27033,Cottonwood County (MN),"11,485","1,347","1,063","1,631","1,063 to 1,631",11.7,9.2,14.2,9.2 to 14.2,"2,745",457,348,566,348 to 566,16.6,12.6,20.6,12.6 to 20.6,"2,030",278,202,354,202 to 354,13.7,10,17.4,10.0 to 17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,504 ","$40,539 ","$48,469 ","$40,539 to $48,469"
2011,27,27035,Crow Wing County (MN),"62,038","8,301","7,045","9,557","7,045 to 9,557",13.4,11.4,15.4,11.4 to 15.4,"13,940","2,686","2,153","3,219","2,153 to 3,219",19.3,15.5,23.1,15.5 to 23.1,"9,958","1,804","1,423","2,185","1,423 to 2,185",18.1,14.3,21.9,14.3 to 21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,514 ","$42,503 ","$48,525 ","$42,503 to $48,525"
2011,27,27037,Dakota County (MN),"399,262","27,972","24,596","31,348","24,596 to 31,348",7,6.2,7.8,6.2 to 7.8,"103,021","9,441","7,809","11,073","7,809 to 11,073",9.2,7.6,10.8,7.6 to 10.8,"75,555","6,074","4,902","7,246","4,902 to 7,246",8,6.4,9.6,6.4 to 9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$70,064 ","$68,279 ","$71,849 ","$68,279 to $71,849"
2011,27,27039,Dodge County (MN),"20,073","1,483","1,177","1,789","1,177 to 1,789",7.4,5.9,8.9,5.9 to 8.9,"5,674",574,444,704,444 to 704,10.1,7.8,12.4,7.8 to 12.4,"4,250",368,277,459,277 to 459,8.7,6.6,10.8,6.6 to 10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$65,423 ","$60,604 ","$70,242 ","$60,604 to $70,242"
2011,27,27041,Douglas County (MN),"35,709","3,869","3,200","4,538","3,200 to 4,538",10.8,8.9,12.7,8.9 to 12.7,"7,672","1,054",818,"1,290","818 to 1,290",13.7,10.6,16.8,10.6 to 16.8,"5,553",693,520,866,520 to 866,12.5,9.4,15.6,9.4 to 15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,161 ","$46,341 ","$51,981 ","$46,341 to $51,981"
2011,27,27043,Faribault County (MN),"14,139","1,921","1,547","2,295","1,547 to 2,295",13.6,11,16.2,11.0 to 16.2,"3,068",640,502,778,502 to 778,20.9,16.4,25.4,16.4 to 25.4,"2,230",419,320,518,320 to 518,18.8,14.4,23.2,14.4 to 23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,567 ","$40,145 ","$46,989 ","$40,145 to $46,989"
2011,27,27045,Fillmore County (MN),"20,497","2,507","2,056","2,958","2,056 to 2,958",12.2,10,14.4,10.0 to 14.4,"4,907",877,686,"1,068","686 to 1,068",17.9,14,21.8,14.0 to 21.8,"3,503",582,443,721,443 to 721,16.6,12.6,20.6,12.6 to 20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,241 ","$44,311 ","$50,171 ","$44,311 to $50,171"
2011,27,27047,Freeborn County (MN),"30,569","3,792","3,156","4,428","3,156 to 4,428",12.4,10.3,14.5,10.3 to 14.5,"6,624","1,148",897,"1,399","897 to 1,399",17.3,13.5,21.1,13.5 to 21.1,"4,743",761,584,938,584 to 938,16,12.3,19.7,12.3 to 19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,352 ","$41,398 ","$47,306 ","$41,398 to $47,306"
2011,27,27049,Goodhue County (MN),"45,315","4,156","3,449","4,863","3,449 to 4,863",9.2,7.6,10.8,7.6 to 10.8,"10,529","1,351","1,083","1,619","1,083 to 1,619",12.8,10.3,15.3,10.3 to 15.3,"7,669",917,728,"1,106","728 to 1,106",12,9.5,14.5,9.5 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,724 ","$50,161 ","$59,287 ","$50,161 to $59,287"
2011,27,27051,Grant County (MN),"5,891",613,484,742,484 to 742,10.4,8.2,12.6,8.2 to 12.6,"1,255",205,156,254,156 to 254,16.3,12.4,20.2,12.4 to 20.2,888,131,96,166,96 to 166,14.8,10.8,18.8,10.8 to 18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,715 ","$40,179 ","$47,251 ","$40,179 to $47,251"
2011,27,27053,Hennepin County (MN),"1,147,822","156,330","148,419","164,241","148,419 to 164,241",13.6,12.9,14.3,12.9 to 14.3,"259,962","45,890","42,077","49,703","42,077 to 49,703",17.7,16.2,19.2,16.2 to 19.2,"182,940","29,537","26,605","32,469","26,605 to 32,469",16.1,14.5,17.7,14.5 to 17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$60,811 ","$59,850 ","$61,772 ","$59,850 to $61,772"
2011,27,27055,Houston County (MN),"18,673","1,782","1,440","2,124","1,440 to 2,124",9.5,7.7,11.3,7.7 to 11.3,"4,206",530,422,638,422 to 638,12.6,10,15.2,10.0 to 15.2,"3,131",352,275,429,275 to 429,11.2,8.8,13.6,8.8 to 13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,325 ","$48,487 ","$56,163 ","$48,487 to $56,163"
2011,27,27057,Hubbard County (MN),"20,112","2,835","2,322","3,348","2,322 to 3,348",14.1,11.5,16.7,11.5 to 16.7,"4,252",969,760,"1,178","760 to 1,178",22.8,17.9,27.7,17.9 to 27.7,"3,037",650,497,803,497 to 803,21.4,16.4,26.4,16.4 to 26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,196 ","$38,445 ","$43,947 ","$38,445 to $43,947"
2011,27,27059,Isanti County (MN),"37,779","3,334","2,638","4,030","2,638 to 4,030",8.8,7,10.6,7.0 to 10.6,"9,547","1,190",908,"1,472","908 to 1,472",12.5,9.5,15.5,9.5 to 15.5,"6,951",805,601,"1,009","601 to 1,009",11.6,8.7,14.5,8.7 to 14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$57,860 ","$53,548 ","$62,172 ","$53,548 to $62,172"
2011,27,27061,Itasca County (MN),"44,064","6,201","5,240","7,162","5,240 to 7,162",14.1,11.9,16.3,11.9 to 16.3,"9,355","1,934","1,531","2,337","1,531 to 2,337",20.7,16.4,25,16.4 to 25.0,"6,915","1,243",944,"1,542","944 to 1,542",18,13.7,22.3,13.7 to 22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,957 ","$42,546 ","$47,368 ","$42,546 to $47,368"
2011,27,27063,Jackson County (MN),"10,072","1,124",915,"1,333","915 to 1,333",11.2,9.1,13.3,9.1 to 13.3,"2,245",388,313,463,313 to 463,17.3,13.9,20.7,13.9 to 20.7,"1,653",255,201,309,201 to 309,15.4,12.1,18.7,12.1 to 18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,337 ","$44,681 ","$49,993 ","$44,681 to $49,993"
2011,27,27065,Kanabec County (MN),"15,960","2,293","1,844","2,742","1,844 to 2,742",14.4,11.6,17.2,11.6 to 17.2,"3,666",805,634,976,634 to 976,22,17.3,26.7,17.3 to 26.7,"2,731",546,421,671,421 to 671,20,15.4,24.6,15.4 to 24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,691 ","$41,101 ","$48,281 ","$41,101 to $48,281"
2011,27,27067,Kandiyohi County (MN),"41,423","5,253","4,345","6,161","4,345 to 6,161",12.7,10.5,14.9,10.5 to 14.9,"9,761","1,817","1,429","2,205","1,429 to 2,205",18.6,14.6,22.6,14.6 to 22.6,"6,938","1,186",908,"1,464","908 to 1,464",17.1,13.1,21.1,13.1 to 21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,543 ","$46,292 ","$52,794 ","$46,292 to $52,794"
2011,27,27069,Kittson County (MN),"4,407",472,370,574,370 to 574,10.7,8.4,13,8.4 to 13.0,975,152,117,187,117 to 187,15.6,12,19.2,12.0 to 19.2,747,100,75,125,75 to 125,13.4,10,16.8,10.0 to 16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$45,740 ","$41,673 ","$49,807 ","$41,673 to $49,807"
2011,27,27071,Koochiching County (MN),"12,957","1,820","1,439","2,201","1,439 to 2,201",14,11.1,16.9,11.1 to 16.9,"2,672",574,438,710,438 to 710,21.5,16.4,26.6,16.4 to 26.6,"2,044",381,282,480,282 to 480,18.6,13.8,23.4,13.8 to 23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,771 ","$38,444 ","$47,098 ","$38,444 to $47,098"
2011,27,27073,Lac qui Parle County (MN),"7,035",732,583,881,583 to 881,10.4,8.3,12.5,8.3 to 12.5,"1,479",216,167,265,167 to 265,14.6,11.3,17.9,11.3 to 17.9,"1,106",143,108,178,108 to 178,12.9,9.7,16.1,9.7 to 16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,670 ","$46,283 ","$53,057 ","$46,283 to $53,057"
2011,27,27075,Lake County (MN),"10,639","1,116",880,"1,352","880 to 1,352",10.5,8.3,12.7,8.3 to 12.7,"2,002",340,263,417,263 to 417,17,13.1,20.9,13.1 to 20.9,"1,424",216,162,270,162 to 270,15.2,11.4,19,11.4 to 19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$48,683 ","$44,445 ","$52,921 ","$44,445 to $52,921"
2011,27,27077,Lake of the Woods County (MN),"3,943",503,397,609,397 to 609,12.8,10.1,15.5,10.1 to 15.5,777,141,108,174,108 to 174,18.1,13.9,22.3,13.9 to 22.3,581,94,70,118,70 to 118,16.2,12.1,20.3,12.1 to 20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$39,777 ","$35,688 ","$43,866 ","$35,688 to $43,866"
2011,27,27079,Le Sueur County (MN),"27,379","2,462","2,027","2,897","2,027 to 2,897",9,7.4,10.6,7.4 to 10.6,"6,851",767,599,935,599 to 935,11.2,8.7,13.7,8.7 to 13.7,"5,067",505,384,626,384 to 626,10,7.6,12.4,7.6 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$54,468 ","$50,410 ","$58,526 ","$50,410 to $58,526"
2011,27,27081,Lincoln County (MN),"5,698",559,449,669,449 to 669,9.8,7.9,11.7,7.9 to 11.7,"1,282",163,123,203,123 to 203,12.7,9.6,15.8,9.6 to 15.8,926,109,80,138,80 to 138,11.8,8.7,14.9,8.7 to 14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,996 ","$39,776 ","$48,216 ","$39,776 to $48,216"
2011,27,27083,Lyon County (MN),"24,903","3,014","2,422","3,606","2,422 to 3,606",12.1,9.7,14.5,9.7 to 14.5,"6,189","1,007",797,"1,217","797 to 1,217",16.3,12.9,19.7,12.9 to 19.7,"4,278",635,485,785,485 to 785,14.8,11.3,18.3,11.3 to 18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$50,031 ","$46,168 ","$53,894 ","$46,168 to $53,894"
2011,27,27085,McLeod County (MN),"36,016","2,970","2,367","3,573","2,367 to 3,573",8.2,6.5,9.9,6.5 to 9.9,"8,956","1,005",774,"1,236","774 to 1,236",11.2,8.6,13.8,8.6 to 13.8,"6,543",649,484,814,484 to 814,9.9,7.4,12.4,7.4 to 12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,120 ","$48,759 ","$55,481 ","$48,759 to $55,481"
2011,27,27087,Mahnomen County (MN),"5,368","1,303","1,112","1,494","1,112 to 1,494",24.3,20.7,27.9,20.7 to 27.9,"1,585",592,481,703,481 to 703,37.4,30.4,44.4,30.4 to 44.4,"1,090",387,303,471,303 to 471,35.5,27.8,43.2,27.8 to 43.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$37,593 ","$34,856 ","$40,330 ","$34,856 to $40,330"
2011,27,27089,Marshall County (MN),"9,394",952,785,"1,119","785 to 1,119",10.1,8.3,11.9,8.3 to 11.9,"2,145",276,213,339,213 to 339,12.9,10,15.8,10.0 to 15.8,"1,585",163,119,207,119 to 207,10.3,7.6,13,7.6 to 13.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,760 ","$44,379 ","$51,141 ","$44,379 to $51,141"
2011,27,27091,Martin County (MN),"20,390","2,548","2,061","3,035","2,061 to 3,035",12.5,10.1,14.9,10.1 to 14.9,"4,438",831,644,"1,018","644 to 1,018",18.7,14.5,22.9,14.5 to 22.9,"3,239",556,422,690,422 to 690,17.2,13.1,21.3,13.1 to 21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,597 ","$40,702 ","$48,492 ","$40,702 to $48,492"
2011,27,27093,Meeker County (MN),"22,908","2,126","1,711","2,541","1,711 to 2,541",9.3,7.5,11.1,7.5 to 11.1,"5,751",739,572,906,572 to 906,12.8,9.9,15.7,9.9 to 15.7,"4,178",493,373,613,373 to 613,11.8,8.9,14.7,8.9 to 14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,299 ","$48,542 ","$54,056 ","$48,542 to $54,056"
2011,27,27095,Mille Lacs County (MN),"25,361","3,337","2,744","3,930","2,744 to 3,930",13.2,10.9,15.5,10.9 to 15.5,"6,279","1,184",937,"1,431","937 to 1,431",18.9,15,22.8,15.0 to 22.8,"4,487",783,602,964,602 to 964,17.5,13.5,21.5,13.5 to 21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,155 ","$39,555 ","$46,755 ","$39,555 to $46,755"
2011,27,27097,Morrison County (MN),"32,837","3,983","3,277","4,689","3,277 to 4,689",12.1,10,14.2,10.0 to 14.2,"7,959","1,339","1,042","1,636","1,042 to 1,636",16.8,13.1,20.5,13.1 to 20.5,"5,725",909,697,"1,121","697 to 1,121",15.9,12.2,19.6,12.2 to 19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,928 ","$42,323 ","$47,533 ","$42,323 to $47,533"
2011,27,27099,Mower County (MN),"38,823","5,303","4,407","6,199","4,407 to 6,199",13.7,11.4,16,11.4 to 16.0,"9,764","1,915","1,561","2,269","1,561 to 2,269",19.6,16,23.2,16.0 to 23.2,"6,837","1,280","1,022","1,538","1,022 to 1,538",18.7,14.9,22.5,14.9 to 22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$46,860 ","$43,879 ","$49,841 ","$43,879 to $49,841"
2011,27,27101,Murray County (MN),"8,488",796,630,962,630 to 962,9.4,7.4,11.4,7.4 to 11.4,"1,853",251,192,310,192 to 310,13.5,10.3,16.7,10.3 to 16.7,"1,338",164,122,206,122 to 206,12.3,9.2,15.4,9.2 to 15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$52,281 ","$48,028 ","$56,534 ","$48,028 to $56,534"
2011,27,27103,Nicollet County (MN),"30,619","3,148","2,611","3,685","2,611 to 3,685",10.3,8.5,12.1,8.5 to 12.1,"7,144",858,676,"1,040","676 to 1,040",12,9.4,14.6,9.4 to 14.6,"5,065",505,371,639,371 to 639,10,7.4,12.6,7.4 to 12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$55,360 ","$51,114 ","$59,606 ","$51,114 to $59,606"
2011,27,27105,Nobles County (MN),"21,043","3,056","2,557","3,555","2,557 to 3,555",14.5,12.1,16.9,12.1 to 16.9,"5,462","1,135",930,"1,340","930 to 1,340",20.8,17,24.6,17.0 to 24.6,"3,706",692,541,843,541 to 843,18.7,14.6,22.8,14.6 to 22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,945 ","$41,252 ","$48,638 ","$41,252 to $48,638"
2011,27,27107,Norman County (MN),"6,712",842,669,"1,015","669 to 1,015",12.5,9.9,15.1,9.9 to 15.1,"1,608",297,231,363,231 to 363,18.5,14.4,22.6,14.4 to 22.6,"1,229",190,144,236,144 to 236,15.5,11.7,19.3,11.7 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$44,576 ","$40,668 ","$48,484 ","$40,668 to $48,484"
2011,27,27109,Olmsted County (MN),"143,465","11,429","9,328","13,530","9,328 to 13,530",8,6.5,9.5,6.5 to 9.5,"36,136","3,910","2,994","4,826","2,994 to 4,826",10.8,8.3,13.3,8.3 to 13.3,"25,466","2,678","2,018","3,338","2,018 to 3,338",10.5,7.9,13.1,7.9 to 13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$66,997 ","$63,349 ","$70,645 ","$63,349 to $70,645"
2011,27,27111,Otter Tail County (MN),"56,218","6,434","5,353","7,515","5,353 to 7,515",11.4,9.5,13.3,9.5 to 13.3,"12,037","1,891","1,472","2,310","1,472 to 2,310",15.7,12.2,19.2,12.2 to 19.2,"8,760","1,234",914,"1,554","914 to 1,554",14.1,10.5,17.7,10.5 to 17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,879 ","$45,083 ","$50,675 ","$45,083 to $50,675"
2011,27,27113,Pennington County (MN),"13,730","1,730","1,410","2,050","1,410 to 2,050",12.6,10.3,14.9,10.3 to 14.9,"3,225",531,416,646,416 to 646,16.5,12.9,20.1,12.9 to 20.1,"2,269",354,271,437,271 to 437,15.6,11.9,19.3,11.9 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$41,986 ","$39,238 ","$44,734 ","$39,238 to $44,734"
2011,27,27115,Pine County (MN),"27,716","4,398","3,688","5,108","3,688 to 5,108",15.9,13.3,18.5,13.3 to 18.5,"6,201","1,490","1,206","1,774","1,206 to 1,774",24,19.4,28.6,19.4 to 28.6,"4,523","1,008",803,"1,213","803 to 1,213",22.3,17.8,26.8,17.8 to 26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$42,447 ","$39,563 ","$45,331 ","$39,563 to $45,331"
2011,27,27117,Pipestone County (MN),"9,290","1,179",950,"1,408","950 to 1,408",12.7,10.2,15.2,10.2 to 15.2,"2,316",413,317,509,317 to 509,17.8,13.6,22,13.6 to 22.0,"1,672",271,202,340,202 to 340,16.2,12.1,20.3,12.1 to 20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$43,726 ","$40,067 ","$47,385 ","$40,067 to $47,385"
2011,27,27119,Polk County (MN),"30,286","4,391","3,845","4,937","3,845 to 4,937",14.5,12.7,16.3,12.7 to 16.3,"7,239","1,478","1,241","1,715","1,241 to 1,715",20.4,17.1,23.7,17.1 to 23.7,"5,254",829,643,"1,015","643 to 1,015",15.8,12.3,19.3,12.3 to 19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$49,978 ","$46,726 ","$53,230 ","$46,726 to $53,230"
2011,27,27121,Pope County (MN),"10,726","1,101",858,"1,344","858 to 1,344",10.3,8,12.6,8.0 to 12.6,"2,243",315,238,392,238 to 392,14,10.6,17.4,10.6 to 17.4,"1,598",212,157,267,157 to 267,13.3,9.8,16.8,9.8 to 16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$47,165 ","$42,944 ","$51,386 ","$42,944 to $51,386"
2011,27,27123,Ramsey County (MN),"499,100","88,308","82,473","94,143","82,473 to 94,143",17.7,16.5,18.9,16.5 to 18.9,"117,918","30,158","27,350","32,966","27,350 to 32,966",25.6,23.2,28,23.2 to 28.0,"82,203","18,871","16,631","21,111","16,631 to 21,111",23,20.3,25.7,20.3 to 25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$51,719 ","$50,167 ","$53,271 ","$50,167 to $53,271"
